,e__x0_Adelaide,e__x0_Albany,e__x0_Albury,e__x0_AliceSprings,e__x0_BadgerysCreek,e__x0_Ballarat,e__x0_Bendigo,e__x0_Brisbane,e__x0_Cairns,e__x0_Canberra,e__x0_Cobar,e__x0_CoffsHarbour,e__x0_Dartmoor,e__x0_Darwin,e__x0_GoldCoast,e__x0_Hobart,e__x0_Katherine,e__x0_Launceston,e__x0_Melbourne,e__x0_MelbourneAirport,e__x0_Mildura,e__x0_Moree,e__x0_MountGambier,e__x0_MountGinini,e__x0_Newcastle,e__x0_Nhil,e__x0_NorahHead,e__x0_NorfolkIsland,e__x0_Nuriootpa,e__x0_PearceRAAF,e__x0_Penrith,e__x0_Perth,e__x0_PerthAirport,e__x0_Portland,e__x0_Richmond,e__x0_Sale,e__x0_SalmonGums,e__x0_Sydney,e__x0_SydneyAirport,e__x0_Townsville,e__x0_Tuggeranong,e__x0_Uluru,e__x0_WaggaWagga,e__x0_Walpole,e__x0_Watsonia,e__x0_Williamtown,e__x0_Witchcliffe,e__x0_Wollongong,e__x0_Woomera,e__x1_E,e__x1_ENE,e__x1_ESE,e__x1_N,e__x1_NE,e__x1_NNE,e__x1_NNW,e__x1_NW,e__x1_S,e__x1_SE,e__x1_SSE,e__x1_SSW,e__x1_SW,e__x1_W,e__x1_WNW,e__x1_WSW,e__x2_No,e__x2_Yes,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
82342,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,6.8,14.2,6.2,15.6,5.4,33.0,,,7.0,19.0,99.0,71.0,1019.3,1018.9,4.444383016364441,4.520282800185443,8.8,14.1
76349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,13.7,21.6,0,10.0,0.7,61.0,,,11.0,24.0,76.0,90.0,1009.0,1010.2,4.444383016364441,8.0,16.8,16.0
31666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,16.1,27.0,0,3.4,10.7,22.0,,,13.0,15.0,81.0,56.0,1018.9,1016.7,4.444383016364441,4.520282800185443,18.9,24.6
128895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,12.4,29.1,0,5.529650670857005,7.593608328940433,37.0,,,17.0,17.0,58.0,66.0,1017.2,1012.7,4.444383016364441,4.520282800185443,21.2,22.6
34099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,9.9,15.7,13.6,4.0,6.6,107.0,,,44.0,46.0,78.0,71.0,1016.3,1017.0,7.0,4.0,14.0,14.7
139762,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,24.2,32.9,1.8,5.8,6.8,46.0,,,15.0,19.0,82.0,68.0,1012.0,1008.9,7.0,7.0,29.0,30.7
105152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,11.6,17.5,4.0,0,2.6,52.0,,,30.0,33.0,96.0,72.0,1021.2,1019.7,4.444383016364441,4.520282800185443,13.8,16.8
117713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,14.6,32.5,0,7.2,10.7,57.0,,,24.0,9.0,59.0,26.0,1021.5,1018.7,3.0,1.0,19.1,32.0
138393,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.2,22.5,0,4.0,10.4,28.0,,,4.0,11.0,40.0,18.0,1021.8,1018.0,0,1.0,11.8,21.6
71970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0.7,14.5,0,1.8,6.4,26.0,,,0,13.0,97.0,55.0,1030.5,1026.6,7.0,7.0,3.4,13.2
65021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,4.7,12.7,0.4,2.0,7.0,59.0,,,28.0,30.0,68.0,66.0,1010.7,1009.5,4.0,7.0,8.4,9.0
49547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.3,19.2,0,5.529650670857005,7.593608328940433,22.0,,,0,11.0,93.0,52.0,1023.5,1019.4,4.444383016364441,4.520282800185443,7.9,18.9
37888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,6.9,23.6,0,8.0,11.2,54.0,,,7.0,26.0,69.0,18.0,1015.7,1013.7,7.0,3.0,14.1,23.3
37767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,7.9,10.1,2.2,2.6,0.4,44.0,,,20.0,17.0,79.0,83.0,1007.8,1009.8,7.0,8.0,8.8,9.1
114186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,16.2,19.3,2.2,5.529650670857005,7.593608328940433,28.0,,,0,9.0,100.0,92.0,1015.6,1013.3,4.444383016364441,4.520282800185443,17.4,17.6
143232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,21.7,36.7,0,6.2,7.593608328940433,31.0,,,17.0,15.0,59.0,51.32602058927937,1014.5,1009.6,1.0,4.520282800185443,28.7,21.693805996472665
115076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,16.4,31.4,0,5.529650670857005,10.2,37.0,,,15.0,20.0,41.0,45.0,1007.9,1006.0,4.444383016364441,4.520282800185443,26.7,27.6
43545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,10.8,16.6,64.8,5.529650670857005,7.593608328940433,65.0,,,48.0,43.0,95.0,71.0,1021.9,1022.3,8.0,1.0,13.0,15.2
89284,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20.9,31.8,0,10.4,11.0,41.0,,,19.0,26.0,55.0,50.0,1014.8,1012.1,2.0,2.0,27.6,30.2
125633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,9.6,24.1,0,5.529650670857005,7.593608328940433,39.0,,,17.0,20.0,57.0,38.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,18.1,22.6
129566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,10.1,16.3,5.6,5.529650670857005,7.593608328940433,78.0,,,31.0,20.0,80.0,96.0,1006.1,1006.1,4.444383016364441,4.520282800185443,13.7,9.4
96640,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,13.7,16.1,13.8,5.529650670857005,0.3,13.0,,,0,4.0,92.0,90.0,1023.7,1021.4,4.444383016364441,4.520282800185443,14.7,15.6
15295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,8.5,16.4,7.2,5.529650670857005,7.593608328940433,39.76258886255924,,,0,18.520092735703244,92.0,51.32602058927937,1017.641765248118,1015.2582092075936,4.0,4.520282800185443,12.2,21.693805996472665
34852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,13.4,24.4,0,8.2,11.2,48.0,,,28.0,20.0,33.0,27.0,1012.9,1010.6,1.0,1.0,17.2,20.9
92275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,17.3,24.4,0.2,5.529650670857005,7.593608328940433,41.0,,,26.0,30.0,60.0,68.0,1018.6,1011.8,4.444383016364441,4.520282800185443,21.8,23.1
44911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,10.8,18.7,0,5.529650670857005,7.593608328940433,37.0,,,6.0,31.0,61.0,71.0,1028.0,1024.2,4.444383016364441,4.520282800185443,16.0,17.2
132343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,1.4,11.9,0,1.4,8.5,24.0,,,17.0,11.0,78.0,51.0,1025.7,1022.2,1.0,1.0,4.1,11.8
5729,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,7.0,25.0,0,5.529650670857005,7.593608328940433,43.0,,,13.0,20.0,71.0,35.0,1015.7,1011.1,4.444383016364441,4.520282800185443,15.5,24.6
88945,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,23.2,31.5,7.0,6.2,11.2,43.0,,,20.0,26.0,68.0,50.0,1012.3,1008.9,3.0,2.0,27.1,29.5
94742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,25.7,31.6,3.6,3.8,9.4,31.0,,,9.0,24.0,76.0,70.0,1007.5,1004.1,4.0,7.0,29.8,30.7
54110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,11.4,0,5.529650670857005,7.593608328940433,39.0,,,9.0,13.0,69.0,45.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,4.2,10.2
69962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,12.1745535404072,23.23778549114891,2.309210988547741,10.2,0.1,54.0,,,24.0,19.0,68.57879977565901,51.32602058927937,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,16.981138120777324,21.693805996472665
90092,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,25.7,33.3,0.8,5.529650670857005,7.593608328940433,50.0,,,19.0,31.0,72.0,60.0,1011.2,1008.2,4.0,4.520282800185443,30.0,32.4
87635,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,23.6,32.1,0,4.0,7.2,30.0,,,11.0,20.0,67.0,68.0,1012.0,1010.4,2.0,3.0,29.5,31.3
70541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,4.0,14.4,0,2.0,7.6,28.0,,,11.0,15.0,95.0,51.0,1027.2,1025.0,2.0,7.0,6.9,14.1
58154,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,14.1,20.2,30.4,0.8,7.593608328940433,70.0,,,13.0,33.0,94.0,68.0,989.5,994.6,8.0,6.0,15.6,18.6
138109,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,11.9,34.8,0,9.0,11.6,37.0,,,19.0,9.0,12.0,8.0,1017.6,1012.2,0,0,26.3,33.5
138762,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,8.9,14.5,0,3.4,7.593608328940433,33.0,,,15.0,20.0,50.0,39.0,1024.3,1022.9,6.0,5.0,11.9,13.0
134978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,3.9,12.9,17.5,5.529650670857005,7.593608328940433,33.0,,,6.0,20.0,99.0,49.0,1017.641765248118,1015.2582092075936,8.0,4.0,5.5,12.0
21185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,20.1,24.5,0,6.0,11.2,35.0,,,17.0,20.0,66.0,58.0,1014.9,1014.4,1.0,1.0,23.0,23.4
80221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,11.5,15.6,4.2,2.8,2.5,54.0,,,24.0,13.0,91.0,67.0,1011.4,1013.2,4.0,7.0,12.4,14.4
44979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,14.5,18.1,7.0,5.529650670857005,7.593608328940433,63.0,,,35.0,35.0,70.0,64.0,1026.9,1027.1,8.0,8.0,15.3,16.4
95323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20.5,28.6,0,8.4,10.7,39.0,,,24.0,30.0,55.0,52.0,1017.5,1014.7,5.0,1.0,26.0,26.5
117450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,9.3,28.3,0,5.529650670857005,13.2,37.0,,,11.0,26.0,46.0,33.0,1013.4,1009.4,4.444383016364441,4.520282800185443,19.3,26.7
13443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,19.5,30.0,0,10.6,5.2,52.0,,,30.0,22.0,54.0,28.0,1015.9,1010.8,5.0,7.0,22.4,28.7
103519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,6.6,13.1,0,3.8,4.1,33.0,,,6.0,9.0,55.0,54.0,1024.4,1023.1,7.0,5.0,10.4,12.6
70633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,10.2,19.9,4.6,3.4,8.2,57.0,,,19.0,17.0,80.0,62.0,1002.3,1003.1,1.0,5.0,14.1,18.2
63720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,19.7,23.8,10.6,5.529650670857005,7.593608328940433,22.0,,,13.0,9.0,92.0,76.0,1020.5,1020.1,8.0,8.0,19.9,23.5
96719,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,10.0,15.8,0,1.8,0.7,33.0,,,13.0,15.0,91.0,80.0,1021.4,1019.7,4.444383016364441,4.520282800185443,10.8,15.1
125579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,12.4,32.9,0,5.529650670857005,7.593608328940433,44.0,,,17.0,17.0,51.0,25.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,22.1,31.6
27896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,16.8,35.1,0,13.0,7.593608328940433,31.0,,,2.0,2.0,84.0,33.0,1016.3,1012.6,4.444383016364441,4.520282800185443,22.3,34.0
1721,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,5.1,25.1,0,5.529650670857005,7.593608328940433,35.0,,,7.0,11.0,69.0,34.0,1016.5,1013.8,4.444383016364441,4.0,13.4,23.4
83997,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2.6,16.9,0,5.529650670857005,7.593608328940433,19.0,,,4.0,7.0,98.0,67.0,1025.7,1023.1,4.444383016364441,4.520282800185443,4.0,16.5
38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.2,25.1,6.4,4.0,2.0,35.0,,,9.0,15.0,88.0,56.0,1019.8,1017.9,7.0,7.0,18.6,24.1
12508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,15.8,32.6,0,8.0,11.3,35.0,,,22.0,13.0,55.0,17.0,1025.1,1020.3,0,0,21.9,31.2
77709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,6.1,14.3,1.4,5.529650670857005,7.593608328940433,33.0,,,15.0,17.0,77.0,58.0,1013.5,1010.0,8.0,8.0,9.9,13.2
54437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,-2.4,7.0,0.4,5.529650670857005,7.593608328940433,31.0,,,13.0,9.0,71.0,48.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,0.3,6.3
5291,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,7.4,14.8,0,5.529650670857005,7.593608328940433,24.0,,,4.0,2.0,100.0,84.0,1022.1,1017.5,4.444383016364441,4.520282800185443,10.4,13.7
39580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,16.4,23.1,11.0,2.6,1.5,43.0,,,22.0,22.0,76.0,77.0,1015.4,1017.3,6.0,7.0,20.0,20.1
33314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,18.7,35.7,0.2,6.0,9.8,57.0,,,13.0,17.0,44.0,24.0,1008.4,1007.7,3.0,5.0,25.6,30.9
